Index	Reagents	Products	Rule
525_0	['C(CC=C)=O', 'C(CC=C)=O']	['C(C(C=C)C(CC=C)O)=O']	Aldol Condensation
527_0	['C(CC=C)=O', 'C(C)=CC(C(O)=O)=O']	['C(C(C=C)C(C(O)=O)(C=CC)O)=O']	Aldol Condensation
529_0	['C(CC=C)=O', 'C=CCC(C(O)=O)=O']	['C(C(C=C)C(C(O)=O)(CC=C)O)=O']	Aldol Condensation
531_0	['C(CC=C)=O', 'C=CCC(C(O)=O)=O']	['C=CC(C(C(O)=O)=O)C(CC=C)O']	Aldol Condensation
533_0	['C(CC=C)=O', 'C(CC(C(O)=O)=C)=O']	['C(C(C=C)C(CC(C(O)=O)=C)O)=O']	Aldol Condensation
535_0	['C(CC=C)=O', 'C(CC(C(O)=O)=C)=O']	['C(C(C(C(O)=O)=C)C(CC=C)O)=O']	Aldol Condensation
537_0	['C(CC=C)=O', 'C(C=C(C(O)=O)C)=O']	['C(C(C=C)C(C=C(C(O)=O)C)O)=O']	Aldol Condensation
539_0	['C(CC=C)=O', 'C1(C(OC(C)C1)=O)=O']	['C(C(C=C)C1(C(OC(C)C1)=O)O)=O']	Aldol Condensation
541_0	['C(CC=C)=O', 'C1(C(OC(C)C1)=O)=O']	['C=CCC(C1C(C(OC1C)=O)=O)O']	Aldol Condensation
541_1	['C(CC=C)=O', 'C1(C(OC(C)C1)=O)=O']	['C=CCC(C1C(C(OC1C)=O)=O)O']	Knoevenagel C
543_0	['C(CC=C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C(C(C=C)C1(C(OC(C1)=O)=O)O)=O']	Aldol Condensation
545_0	['C(CC=C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)C(CC=C)O)=O']	Aldol Condensation
545_1	['C(CC=C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)C(CC=C)O)=O']	Knoevenagel C
547_0	['C(C)=O', 'C(C(CO)C(C)O)=O']	['C(CC(C(CO)C(C)O)O)=O']	Aldol Condensation
549_0	['C(C)=O', 'C(C(C=O)CO)(O)=O']	['C(C(CO)C(CC=O)O)(O)=O']	Aldol Condensation
551_0	['C(C)=O', 'C(C(C(CO)O)=O)=O']	['C(CC(C(C(CO)O)=O)O)=O']	Aldol Condensation
553_0	['C(C)=O', 'C(C(C(CO)O)=O)=O']	['C(C(C(CO)O)(CC=O)O)=O']	Aldol Condensation
555_0	['C(C)=O', 'C(CC(CC(C)O)O)=O']	['C(CC(CC(CC(C)O)O)O)=O']	Aldol Condensation
556_0	['C(C)=O', 'C(CC(CC(C)O)O)=O']	['C(C(C(C)O)C(CC(C)O)O)=O']	Aldol Condensation
556_1	['C(C)=O', 'C(CC(CC(C)O)O)=O']	['C(C(C(C)O)C(CC(C)O)O)=O']	Knoevenagel C
558_0	['C(C)=O', 'C(C(C(C)O)C(C)O)=O']	['C(CC(C(C(C)O)C(C)O)O)=O']	Aldol Condensation
560_0	['C(C)=O', 'C(CC(CC=O)O)(O)=O']	['C(CC(CC(CC=O)O)O)(O)=O']	Aldol Condensation
561_0	['C(C)=O', 'C(CC(CC=O)O)(O)=O']	['C(C(C(CC(O)=O)O)C(C)O)=O']	Aldol Condensation
561_1	['C(C)=O', 'C(CC(CC=O)O)(O)=O']	['C(C(C(CC(O)=O)O)C(C)O)=O']	Knoevenagel C
563_0	['C(C)=O', 'C(C(C=O)C(C)O)(O)=O']	['C(C(C(CC=O)O)C(C)O)(O)=O']	Aldol Condensation
565_0	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(CC(C(CO)=O)O)O)=O']	Aldol Condensation
567_0	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(C(CO)(CC=O)O)O)=O']	Aldol Condensation
568_0	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(C(C(C)O)C(C(CO)=O)O)=O']	Aldol Condensation
568_1	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(C(C(C)O)C(C(CO)=O)O)=O']	Knoevenagel C
570_0	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(C(C(C(C)O)O)=O)O)=O']	Aldol Condensation
570_1	['C(C)=O', 'C(CC(C(CO)=O)O)=O']	['C(CC(C(C(C(C)O)O)=O)O)=O']	Knoevenagel H
572_0	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	['C(C(CO)(CC(CC=O)O)O)=O']	Aldol Condensation
573_0	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	['C(CC(C(CO)(CC=O)O)O)=O']	Aldol Condensation
574_0	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	['C(C(C(C)O)C(C=O)(CO)O)=O']	Aldol Condensation
574_1	['C(C)=O', 'C(C(CO)(CC=O)O)=O']	['C(C(C(C)O)C(C=O)(CO)O)=O']	Knoevenagel C
575_0	['C(C)=O', 'C(C(C(C(C)O)O)=O)=O']	['C(CC(C(C(C(C)O)O)=O)O)=O']	Aldol Condensation
577_0	['C(C)=O', 'C(C(C(C(C)O)O)=O)=O']	['C(C(C(C(C)O)O)(CC=O)O)=O']	Aldol Condensation
579_0	['C(C)=O', 'C(CCO)=O']	['C(CC(CCO)O)=O']	Aldol Condensation
580_0	['C(C)=O', 'C(CCO)=O']	['C(C(CO)C(C)O)=O']	Aldol Condensation
580_1	['C(C)=O', 'C(CCO)=O']	['C(C(CO)C(C)O)=O']	Knoevenagel C
582_0	['C(C)=O', 'C(C(C(O)=O)C(O)=O)=O']	['C(C(C(O)=O)C(CC=O)O)(O)=O']	Aldol Condensation
584_0	['C(C)=O', 'C(C(C(C=O)=O)O)(O)=O']	['C(C(C(C(CC=O)O)=O)O)(O)=O']	Aldol Condensation
586_0	['C(C)=O', 'C(C(C(C=O)=O)O)(O)=O']	['C(C(C(C=O)(CC=O)O)O)(O)=O']	Aldol Condensation
588_0	['C(C)=O', 'C(C(CCO)=O)(O)=O']	['C(C(CCO)(CC=O)O)(O)=O']	Aldol Condensation
589_0	['C(C)=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)C(C)O)=O)(O)=O']	Aldol Condensation
589_1	['C(C)=O', 'C(C(CCO)=O)(O)=O']	['C(C(C(CO)C(C)O)=O)(O)=O']	Knoevenagel C
591_0	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(CC(C(C)=O)(CC=O)O)=O']	Aldol Condensation
593_0	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C)(CC=O)O)(CC=O)=O']	Aldol Condensation
595_0	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(CC(CC(C(C)=O)=O)O)=O']	Aldol Condensation
597_0	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)C(C)O)=O']	Aldol Condensation
597_1	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(C(C(C(C)=O)=O)C(C)O)=O']	Knoevenagel C
599_0	['C(C)=O', 'C(CC(C(C)=O)=O)=O']	['C(CC(C(CC(C)O)=O)=O)=O']	Aldol Condensation
601_0	['C(C)=O', 'C(C(CO)=O)(C(C)O)=O']	['C(CO)(C(C(C)O)(CC=O)O)=O']	Aldol Condensation
603_0	['C(C)=O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(CO)(CC=O)O)(C(C)O)=O']	Aldol Condensation
605_0	['C(C)=O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(C(C)O)=O)(C(C(C)O)O)=O']	Aldol Condensation
605_1	['C(C)=O', 'C(C(CO)=O)(C(C)O)=O']	['C(C(C(C)O)=O)(C(C(C)O)O)=O']	Knoevenagel H
607_0	['C(C)=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(CO)=O)(CC=O)O)(O)=O']	Aldol Condensation
609_0	['C(C)=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(CC(C(C(O)=O)=O)(CO)O)=O']	Aldol Condensation
611_0	['C(C)=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(C(C(C)O)O)=O)=O)(O)=O']	Aldol Condensation
611_1	['C(C)=O', 'C(C(C(CO)=O)=O)(O)=O']	['C(C(C(C(C(C)O)O)=O)=O)(O)=O']	Knoevenagel H
613_0	['C(C)=O', 'C(C=O)=O']	['C(CC(C=O)O)=O']	Aldol Condensation
615_0	['C(C)=O', 'C(C(C=O)O)=O']	['C(CC(C(C=O)O)O)=O']	Aldol Condensation
617_0	['C(C)=O', 'C(CO)(CO)=O']	['C(CC(CO)(CO)O)=O']	Aldol Condensation
619_0	['C(C)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C)O)O)=O']	Aldol Condensation
619_1	['C(C)=O', 'C(CO)(CO)=O']	['C(CO)(C(C(C)O)O)=O']	Knoevenagel H
621_0	['C(C)=O', 'C(C(CO)=O)(O)=O']	['C(C(CO)(CC=O)O)(O)=O']	Aldol Condensation
623_0	['C(C)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C(C)O)O)=O)(O)=O']	Aldol Condensation
623_1	['C(C)=O', 'C(C(CO)=O)(O)=O']	['C(C(C(C(C)O)O)=O)(O)=O']	Knoevenagel H
625_0	['C(C)=O', 'C(C(C=O)(C)O)(O)=O']	['C(C(C)(C(CC=O)O)O)(O)=O']	Aldol Condensation
627_0	['C(C)=O', 'C(C(C=O)O)(O)=O']	['C(CC(C(C(O)=O)O)O)=O']	Aldol Condensation
629_0	['C(C)=O', 'C(C(C(C)=O)CO)(O)=O']	['C(C(CO)C(C)(CC=O)O)(O)=O']	Aldol Condensation
631_0	['C(C)=O', 'C(C(C(C)=O)CO)(O)=O']	['C(C(C(CC(C)O)=O)CO)(O)=O']	Aldol Condensation
633_0	['C(C)=O', 'C(C)=CC=O']	['C(CC(C=CC)O)=O']	Aldol Condensation
635_0	['C(C)=O', 'C(CC=C)=O']	['C(CC(CC=C)O)=O']	Aldol Condensation
637_0	['C(C)=O', 'C(CC=C)=O']	['C(C(C=C)C(C)O)=O']	Aldol Condensation
639_0	['C(C)=O', 'C(C)=CC(C(O)=O)=O']	['C(C(C=CC)(CC=O)O)(O)=O']	Aldol Condensation
641_0	['C(C)=O', 'C=CCC(C(O)=O)=O']	['C(C(CC=O)(CC=C)O)(O)=O']	Aldol Condensation
643_0	['C(C)=O', 'C=CCC(C(O)=O)=O']	['C=CC(C(C(O)=O)=O)C(C)O']	Aldol Condensation
645_0	['C(C)=O', 'C(CC(C(O)=O)=C)=O']	['C(CC(CC(C(O)=O)=C)O)=O']	Aldol Condensation
647_0	['C(C)=O', 'C(CC(C(O)=O)=C)=O']	['C(C(C(C(O)=O)=C)C(C)O)=O']	Aldol Condensation
649_0	['C(C)=O', 'C(C=C(C(O)=O)C)=O']	['C(CC(C=C(C(O)=O)C)O)=O']	Aldol Condensation
651_0	['C(C)=O', 'C1(C(C)=CC(C(O1)=O)=O)=O']	['C1(C(C=C(C(O1)=O)C)(CC=O)O)=O']	Aldol Condensation
653_0	['C(C)=O', 'C=C1C(OC(C(C1)=O)=O)=O']	['C1(C(CC=O)(CC(C(O1)=O)=C)O)=O']	Aldol Condensation
655_0	['C(C)=O', 'C=C1C(OC(C(C1)=O)=O)=O']	['C=C1C(OC(C(C1C(C)O)=O)=O)=O']	Aldol Condensation
657_0	['C(C)=O', 'C1(C(OC(C)C1)=O)=O']	['C1(C(CC(C)O1)(CC=O)O)=O']	Aldol Condensation
659_0	['C(C)=O', 'C1(C(OC(C)C1)=O)=O']	['C1(C(C(C(C)O1)C(C)O)=O)=O']	Aldol Condensation
659_1	['C(C)=O', 'C1(C(OC(C)C1)=O)=O']	['C1(C(C(C(C)O1)C(C)O)=O)=O']	Knoevenagel C
661_0	['C(C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(CC(C(O1)=O)(CC=O)O)=O']	Aldol Condensation
663_0	['C(C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)C(C)O)=O']	Aldol Condensation
663_1	['C(C)=O', 'C1(CC(C(O1)=O)=O)=O']	['C1(C(C(C(O1)=O)=O)C(C)O)=O']	Knoevenagel C
664_0	['C(=O)=O', 'C(CC(CC(C)O)O)=O']	['C(C(C=O)C(CC(C)O)O)(O)=O']	Aldol Condensation
664_1	['C(=O)=O', 'C(CC(CC(C)O)O)=O']	['C(C(C=O)C(CC(C)O)O)(O)=O']	Knoevenagel C
665_0	['C(=O)=O', 'C(CC(CC=O)O)(O)=O']	['C(C(C=O)C(CC(O)=O)O)(O)=O']	Aldol Condensation
665_1	['C(=O)=O', 'C(CC(CC=O)O)(O)=O']	['C(C(C=O)C(CC(O)=O)O)(O)=O']	Knoevenagel C
666_0	['C(=O)=O', 'C(CC(C(CO)=O)O)=O']	['C(C(C=O)C(C(CO)=O)O)(O)=O']	Aldol Condensation
666_1	['C(=O)=O', 'C(CC(C(CO)=O)O)=O']	['C(C(C=O)C(C(CO)=O)O)(O)=O']	Knoevenagel C
