Index	Reagents	Products	Rule
1046_2	['C(C(CO)(C(C=O)(CO)O)O)(O)=O']	['C=O', 'C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel H (inv)
1047_0	['C(C(C(C(CO)=O)O)O)(O)=O']	['C(CO)(CO)=O', 'C(C(O)=O)=O']	Retro Aldol
1047_1	['C(C(C(C(CO)=O)O)O)(O)=O']	['C(CO)(CO)=O', 'C(C(O)=O)=O']	Knoevenagel H (inv)
1049_0	['C(C(CO)(C(C(O)=O)O)O)=O']	['C=O', 'C(C(C(C=O)O)O)(O)=O']	Retro Aldol
1049_1	['C(C(CO)(C(C(O)=O)O)O)=O']	['C=O', 'C(C(C(C=O)O)O)(O)=O']	Knoevenagel C (inverse)
1049_2	['C(C(CO)(C(C(O)=O)O)O)=O']	['C=O', 'C(C(C(C=O)O)O)(O)=O']	Knoevenagel H (inv)
1050_0	['C(C(CO)(C(C(O)=O)O)O)=O']	['C(C(CO)O)=O', 'C(C(O)=O)=O']	Retro Aldol
1050_1	['C(C(CO)(C(C(O)=O)O)O)=O']	['C(C(CO)O)=O', 'C(C(O)=O)=O']	Knoevenagel C (inverse)
1050_2	['C(C(CO)(C(C(O)=O)O)O)=O']	['C(C(CO)O)=O', 'C(C(O)=O)=O']	Knoevenagel H (inv)
1051_0	['C(C(C=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(C)O)=O']	Retro Aldol
1052_0	['C(C(C=O)O)(O)=O']	['C(=O)=O', 'C(CO)=O']	Retro Aldol
1052_1	['C(C(C=O)O)(O)=O']	['C(=O)=O', 'C(CO)=O']	Beta Decarboxylation
1054_0	['C(C(C(C)=O)CO)(O)=O']	['C=O', 'C(CC(C)=O)(O)=O']	Retro Aldol
1054_1	['C(C(C(C)=O)CO)(O)=O']	['C=O', 'C(CC(C)=O)(O)=O']	Knoevenagel C (inverse)
1056_0	['C(C(C(C)=O)CO)(O)=O']	['C(=O)=O', 'C(C)(CCO)=O']	Retro Aldol
1056_1	['C(C(C(C)=O)CO)(O)=O']	['C(=O)=O', 'C(C)(CCO)=O']	Beta Decarboxylation
1058_0	['C(C(C(CC(O)=O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(C(C)=O)(C)O)(O)=O']	Retro Aldol
1058_1	['C(C(C(CC(O)=O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(C(C(C)=O)(C)O)(O)=O']	Beta Decarboxylation
1060_0	['C(C(C(CC(O)=O)=O)(C)O)(O)=O']	['C(=O)=O', 'C(CC(C(C)O)=O)(O)=O']	Retro Aldol
1062_0	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['C(=O)=O', 'C(C(C(CO)=O)C)(O)=O']	Retro Aldol
1062_1	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['C(=O)=O', 'C(C(C(CO)=O)C)(O)=O']	Beta Decarboxylation
1064_0	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['C(=O)=O', 'C(C(C(CC)=O)O)(O)=O']	Retro Aldol
1064_1	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['C(=O)=O', 'C(C(C(CC)=O)O)(O)=O']	Beta Decarboxylation
1066_0	['C(C(CO)O)(CC(C(O)=O)=O)=O']	['C=O', 'C(CO)(CC(C(O)=O)=O)=O']	Retro Aldol
1066_1	['C(C(CO)O)(CC(C(O)=O)=O)=O']	['C=O', 'C(CO)(CC(C(O)=O)=O)=O']	Knoevenagel H (inv)
1067_0	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	Retro Aldol
1067_1	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(CO)=O)(O)=O', 'C(C(C)=O)=O']	Knoevenagel H (inv)
1069_0	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(C(O)=O)=O)=O', 'C(C)(CO)=O']	Retro Aldol
1069_1	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(C(O)=O)=O)=O', 'C(C)(CO)=O']	Knoevenagel H (inv)
1070_0	['C(C)(C1(CC(C(O1)=O)=O)O)=O']	['C(C(C)=O)(OC(C(C)=O)=O)=O']	Retro Aldol
1071_0	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(C(C(C(C=O)O)O)C(C)O)=O']	Keto-enol migration twice
1073_0	['C(C(C(C)O)C(C(CO)=O)O)=O']	['C(C(C(C(CO)O)=O)C(C)O)=O']	Keto-enol migration twice
1075_0	['C(C(C(C(CC(C)O)O)O)=O)=O']	['C(C(C(C(CC(C)O)O)=O)O)=O']	Keto-enol migration twice
1076_0	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(C(C=O)C(C(C=O)O)O)(O)=O']	Keto-enol migration twice
1078_0	['C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(C(C=O)C(C(CO)O)=O)(O)=O']	Keto-enol migration twice
1080_0	['C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(C(C(C(CC(O)=O)O)=O)O)=O']	Keto-enol migration twice
1082_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(CO)=O)O)=O)O)=O']	Keto-enol migration twice
1083_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C(C=O)=O)O)O)O)=O']	Keto-enol migration twice
1085_0	['C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(C(CO)O)(C(C(C=O)=O)O)=O']	Keto-enol migration twice
1087_0	['C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(C(C(C(C=O)O)=O)(CO)O)=O']	Keto-enol migration twice
1088_0	['C(C(C(CO)O)=O)=O']	['C(C(C(CO)=O)O)=O']	Keto-enol migration twice
1089_0	['C(CC(C(CO)=O)O)=O']	['C(CC(C(C=O)O)O)=O']	Keto-enol migration twice
1091_0	['C(CC(C(CO)=O)O)=O']	['C(CC(C(CO)O)=O)=O']	Keto-enol migration twice
1093_0	['C(C(C(C(C)O)O)=O)=O']	['C(C(C(C(C)O)=O)O)=O']	Keto-enol migration twice
1095_0	['C(C(C(C=O)=O)O)(O)=O']	['C(C(C(C(O)=O)=O)O)=O']	Keto-enol migration twice
1096_0	['C(CO)(C(CC(C(O)=O)=O)O)=O']	['C(C(C(CC(C(O)=O)=O)O)O)=O']	Keto-enol migration twice
1097_0	['C(CO)(C(CC(C(O)=O)=O)O)=O']	['C(C(CO)O)(CC(C(O)=O)=O)=O']	Keto-enol migration twice
1099_0	['C(C(C)(C(C(C=O)=O)O)O)(O)=O']	['C(C(C(C(C=O)O)=O)(C)O)(O)=O']	Keto-enol migration twice
1100_0	['C(C(CO)=O)(C(C)O)=O']	['C(C(C(C(C)O)=O)O)=O']	Keto-enol migration twice
1102_0	['C(C(CO)=O)(C(C)O)=O']	['C(CO)(C(C(C)=O)O)=O']	Keto-enol migration twice
1103_0	['C(C(C(CO)=O)=O)(O)=O']	['C(C(C(C(O)=O)=O)O)=O']	Keto-enol migration twice
1104_0	['C(C(C(C(CO)=O)=O)(C)O)(O)=O']	['C(C(C(C(C=O)O)=O)(C)O)(O)=O']	Keto-enol migration twice
1106_0	['C(C(C(C(C(C)=O)=O)O)O)(O)=O']	['C(C(C(C(C(C)=O)O)=O)O)(O)=O']	Keto-enol migration twice
1107_0	['C(C(C=O)O)=O']	['C(C(CO)=O)=O']	Keto-enol migration twice
1108_0	['C(CO)(CO)=O']	['C(C(CO)O)=O']	Keto-enol migration twice
1109_0	['C(C(CO)=O)(O)=O']	['C(C(C=O)O)(O)=O']	Keto-enol migration twice
1111_0	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['C(C(CO)(C(C(C=O)O)O)O)(O)=O']	Keto-enol migration twice
1113_0	['C(C(CO)(C(C(CO)=O)O)O)(O)=O']	['C(C(C(C(CO)O)=O)(CO)O)(O)=O']	Keto-enol migration twice
1115_0	['C(C(C(C(CO)=O)O)O)(O)=O']	['C(C(C(C(C=O)O)O)O)(O)=O']	Keto-enol migration twice
1117_0	['C(C(C(C(CO)=O)O)O)(O)=O']	['C(C(C(C(CO)O)=O)O)(O)=O']	Keto-enol migration twice
1118_0	['C(C(C=O)O)(O)=O']	['C(C(CO)=O)(O)=O']	Keto-enol migration twice
1119_0	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	['C(C(C)C(C(C(O)=O)=O)O)(O)=O']	Keto-enol migration twice
1120_0	['C(C(CO)O)(CC(C(O)=O)=O)=O']	['C(CO)(C(CC(C(O)=O)=O)O)=O']	Keto-enol migration twice
1121_0	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(C(C(C(C)=O)O)=O)O)(O)=O']	Keto-enol migration twice
1123_0	['C(C)(C(C(C(C(O)=O)=O)O)O)=O']	['C(C(C)O)(C(C(C(O)=O)=O)O)=O']	Keto-enol migration twice
1124_0	['C(C(C)C(C(C(O)=O)=O)O)(O)=O']	['C(C(C(C(C(O)=O)O)=O)C)(O)=O']	Keto-enol migration twice
1126_0	['O', 'C=O', 'C(C(C(C)O)C(CC(C)O)O)=O']	['C(O)=O', 'CC(CC(C(CO)C(C)O)O)O']	Cannizarro 2, HCHO (oxidation)
1128_0	['O', 'C=O', 'C(C(C(CC(O)=O)O)C(C)O)=O']	['C(O)=O', 'C(CC(C(CO)C(C)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1130_0	['O', 'C=O', 'C(C(C=O)C(CC(C)O)O)(O)=O']	['C(O)=O', 'C(C(CO)C(CC(C)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1132_0	['O', 'C=O', 'C(C(C(C)O)C(C(CO)=O)O)=O']	['C(O)=O', 'C(CO)(C(C(CO)C(C)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1134_0	['O', 'C=O', 'C(C(C(C)O)C(C=O)(CO)O)=O']	['C(O)=O', 'C(C(CO)(C(CO)C(C)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1135_0	['O', 'C=O', 'C(C(C(C)O)C(C=O)(CO)O)=O']	['C(O)=O', 'C(C(C(C)O)C(CO)(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1136_0	['O', 'C=O', 'C(C(C(C(CC(C)O)O)O)=O)=O']	['C(O)=O', 'C(CO)(C(C(CC(C)O)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1138_0	['O', 'C=O', 'C(C(CO)C(C)O)=O']	['C(O)=O', 'CC(C(CO)CO)O']	Cannizarro 2, HCHO (oxidation)
1140_0	['O', 'C=O', 'C(C(C=O)C(CC(O)=O)O)(O)=O']	['C(O)=O', 'C(C(CO)C(CC(O)=O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1142_0	['O', 'C=O', 'C(C(C=O)C(C(CO)=O)O)(O)=O']	['C(O)=O', 'C(C(CO)C(C(CO)=O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1144_0	['O', 'C=O', 'C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(O)=O', 'C(C(CO)C(C=O)(CO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1145_0	['O', 'C=O', 'C(C(C=O)C(C=O)(CO)O)(O)=O']	['C(O)=O', 'C(C(C=O)C(CO)(CO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1146_0	['O', 'C=O', 'C(CC(C(C(C=O)=O)O)O)(O)=O']	['C(O)=O', 'C(CC(C(C(CO)=O)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1148_0	['O', 'C=O', 'C(C(C=O)CO)(O)=O']	['C(O)=O', 'C(C(CO)CO)(O)=O']	Cannizarro 2, HCHO (oxidation)
1150_0	['O', 'C=O', 'C(C(CO)C(C(O)=O)(C)O)=O']	['C(O)=O', 'C(C(C)(C(CO)CO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1151_0	['O', 'C=O', 'C(CO)(C(C(C(C=O)=O)O)O)=O']	['C(O)=O', 'C(CO)(C(C(C(CO)=O)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1152_0	['O', 'C=O', 'C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(O)=O', 'C(C(CO)(C(C(CO)=O)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1153_0	['O', 'C=O', 'C(C(CO)(C(C(C=O)=O)O)O)=O']	['C(O)=O', 'C(C(C(C(CO)(CO)O)O)=O)=O']	Cannizarro 2, HCHO (oxidation)
1154_0	['O', 'C=O', 'C(C(C(CO)O)=O)=O']	['C(O)=O', 'C(CO)(C(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1156_0	['O', 'C=O', 'C(CC(CC(C)O)O)=O']	['C(O)=O', 'CC(CC(CCO)O)O']	Cannizarro 2, HCHO (oxidation)
1158_0	['O', 'C=O', 'C(C(C(C)O)C(C)O)=O']	['C(O)=O', 'CC(C(CO)C(C)O)O']	Cannizarro 2, HCHO (oxidation)
1160_0	['O', 'C=O', 'C(CC(CC=O)O)(O)=O']	['C(O)=O', 'C(CC(CCO)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1162_0	['O', 'C=O', 'C(C(C=O)C(C)O)(O)=O']	['C(O)=O', 'C(C(CO)C(C)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1164_0	['O', 'C=O', 'C(C(CC(C)O)(CC=O)O)(O)=O']	['C(O)=O', 'C(C(CCO)(CC(C)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1166_0	['O', 'C=O', 'C(C(C)(CC(CC=O)O)O)(O)=O']	['C(O)=O', 'C(C(C)(CC(CCO)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1168_0	['O', 'C=O', 'C(C(C(C)O)C(C(O)=O)(C)O)=O']	['C(O)=O', 'C(C(C)(C(CO)C(C)O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1170_0	['O', 'C=O', 'C(CC(C(O)=O)(CC=O)O)(O)=O']	['C(O)=O', 'C(C(CCO)(CC(O)=O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1172_0	['O', 'C=O', 'C(CC(C(CO)=O)O)=O']	['C(O)=O', 'C(CO)(C(CCO)O)=O']	Cannizarro 2, HCHO (oxidation)
1174_0	['O', 'C=O', 'C(C(CO)(CC=O)O)=O']	['C(O)=O', 'C(C(CO)(CCO)O)=O']	Cannizarro 2, HCHO (oxidation)
1175_0	['O', 'C=O', 'C(C(CO)(CC=O)O)=O']	['C(O)=O', 'C(CC(CO)(CO)O)=O']	Cannizarro 2, HCHO (oxidation)
1176_0	['O', 'C=O', 'C(C(C(C(C)O)O)=O)=O']	['C(O)=O', 'C(CO)(C(C(C)O)O)=O']	Cannizarro 2, HCHO (oxidation)
1178_0	['O', 'C=O', 'C(CCO)=O']	['C(O)=O', 'C(CCO)O']	Cannizarro 2, HCHO (oxidation)
1180_0	['O', 'C=O', 'C(C(C(O)=O)C(O)=O)=O']	['C(O)=O', 'C(C(C(O)=O)CO)(O)=O']	Cannizarro 2, HCHO (oxidation)
1182_0	['O', 'C=O', 'C(C(C=O)C(C(O)=O)(C)O)(O)=O']	['C(O)=O', 'C(C(CO)C(C(O)=O)(C)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
1183_0	['O', 'C=O', 'C(C(C(C=O)=O)O)(O)=O']	['C(O)=O', 'C(C(C(CO)=O)O)(O)=O']	Cannizarro 2, HCHO (oxidation)
